PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Title,FamSize,FamType,TicketGroupSize,FareBinned,Deck
277,0,3,female,45.0,0,0,347073,7.75,S,Miss,1,Solo,OTHER,Very Low,Unknown
278,0,2,male,,0,0,239853,0.0,S,Mr,1,Solo,OTHER,Zero,Unknown
279,0,3,male,7.0,4,1,382652,29.125,Q,Master,6,Large,382652,Very Low,Unknown
280,1,3,female,35.0,1,1,C.A. 2673,20.25,S,Mrs,3,Small,OTHER,Very Low,Unknown
281,0,3,male,65.0,0,0,336439,7.75,Q,Mr,1,Solo,OTHER,Very Low,Unknown
282,0,3,male,28.0,0,0,347464,7.8542,S,Mr,1,Solo,OTHER,Very Low,Unknown
283,0,3,male,16.0,0,0,345778,9.5,S,Mr,1,Solo,OTHER,Very Low,Unknown
284,1,3,male,19.0,0,0,A/5. 10482,8.05,S,Mr,1,Solo,OTHER,Very Low,Unknown
285,0,1,male,,0,0,113056,26.0,S,Mr,1,Solo,OTHER,Very Low,A
286,0,3,male,33.0,0,0,349239,8.6625,C,Mr,1,Solo,OTHER,Very Low,Unknown
287,1,3,male,30.0,0,0,345774,9.5,S,Mr,1,Solo,OTHER,Very Low,Unknown
288,0,3,male,22.0,0,0,349206,7.8958,S,Mr,1,Solo,OTHER,Very Low,Unknown
289,1,2,male,42.0,0,0,237798,13.0,S,Mr,1,Solo,OTHER,Very Low,Unknown
290,1,3,female,22.0,0,0,370373,7.75,Q,Miss,1,Solo,OTHER,Very Low,Unknown
291,1,1,female,26.0,0,0,19877,78.85,S,Miss,1,Solo,OTHER,Low,Unknown
292,1,1,female,19.0,1,0,11967,91.0792,C,Mrs,2,Small,OTHER,Low,B
293,0,2,male,36.0,0,0,SC/Paris 2163,12.875,C,Mr,1,Solo,OTHER,Very Low,D
294,0,3,female,24.0,0,0,349236,8.85,S,Miss,1,Solo,OTHER,Very Low,Unknown
295,0,3,male,24.0,0,0,349233,7.8958,S,Mr,1,Solo,OTHER,Very Low,Unknown
296,0,1,male,,0,0,PC 17612,27.7208,C,Mr,1,Solo,OTHER,Very Low,Unknown
297,0,3,male,23.5,0,0,2693,7.2292,C,Mr,1,Solo,OTHER,Very Low,Unknown
298,0,1,female,2.0,1,2,113781,151.55,S,Miss,4,Small,113781,Medium,C
299,1,1,male,,0,0,19988,30.5,S,Mr,1,Solo,OTHER,Very Low,C
300,1,1,female,50.0,0,1,PC 17558,247.5208,C,Mrs,2,Small,OTHER,High,B
301,1,3,female,,0,0,9234,7.75,Q,Miss,1,Solo,OTHER,Very Low,Unknown
302,1,3,male,,2,0,367226,23.25,Q,Mr,3,Small,OTHER,Very Low,Unknown
303,0,3,male,19.0,0,0,LINE,0.0,S,Mr,1,Solo,LINE,Zero,Unknown
304,1,2,female,,0,0,226593,12.35,Q,Miss,1,Solo,OTHER,Very Low,E
305,0,3,male,,0,0,A/5 2466,8.05,S,Mr,1,Solo,OTHER,Very Low,Unknown
306,1,1,male,0.92,1,2,113781,151.55,S,Master,4,Small,113781,Medium,C
307,1,1,female,,0,0,17421,110.8833,C,Miss,1,Solo,17421,Medium,Unknown
308,1,1,female,17.0,1,0,PC 17758,108.9,C,Mrs,2,Small,OTHER,Medium,C
309,0,2,male,30.0,1,0,P/PP 3381,24.0,C,Mr,2,Small,OTHER,Very Low,Unknown
310,1,1,female,30.0,0,0,PC 17485,56.9292,C,Miss,1,Solo,OTHER,Low,E
311,1,1,female,24.0,0,0,11767,83.1583,C,Miss,1,Solo,OTHER,Low,C
312,1,1,female,18.0,2,2,PC 17608,262.375,C,Miss,5,Large,OTHER,High,B
313,0,2,female,26.0,1,1,250651,26.0,S,Mrs,3,Small,OTHER,Very Low,Unknown
314,0,3,male,28.0,0,0,349243,7.8958,S,Mr,1,Solo,OTHER,Very Low,Unknown
315,0,2,male,43.0,1,1,F.C.C. 13529,26.25,S,Mr,3,Small,OTHER,Very Low,Unknown
316,1,3,female,26.0,0,0,347470,7.8542,S,Miss,1,Solo,OTHER,Very Low,Unknown
317,1,2,female,24.0,1,0,244367,26.0,S,Mrs,2,Small,OTHER,Very Low,Unknown
318,0,2,male,54.0,0,0,29011,14.0,S,Officer,1,Solo,OTHER,Very Low,Unknown
319,1,1,female,31.0,0,2,36928,164.8667,S,Miss,3,Small,OTHER,Medium,C
320,1,1,female,40.0,1,1,16966,134.5,C,Mrs,3,Small,OTHER,Medium,E
321,0,3,male,22.0,0,0,A/5 21172,7.25,S,Mr,1,Solo,OTHER,Very Low,Unknown
322,0,3,male,27.0,0,0,349219,7.8958,S,Mr,1,Solo,OTHER,Very Low,Unknown
323,1,2,female,30.0,0,0,234818,12.35,Q,Miss,1,Solo,OTHER,Very Low,Unknown
324,1,2,female,22.0,1,1,248738,29.0,S,Mrs,3,Small,OTHER,Very Low,Unknown
325,0,3,male,,8,2,CA. 2343,69.55,S,Mr,11,Large,CA. 2343,Low,Unknown
326,1,1,female,36.0,0,0,PC 17760,135.6333,C,Miss,1,Solo,OTHER,Medium,C
327,0,3,male,61.0,0,0,345364,6.2375,S,Mr,1,Solo,OTHER,Very Low,Unknown
328,1,2,female,36.0,0,0,28551,13.0,S,Mrs,1,Solo,OTHER,Very Low,D
329,1,3,female,31.0,1,1,363291,20.525,S,Mrs,3,Small,OTHER,Very Low,Unknown
330,1,1,female,16.0,0,1,111361,57.9792,C,Miss,2,Small,OTHER,Low,B
331,1,3,female,,2,0,367226,23.25,Q,Miss,3,Small,OTHER,Very Low,Unknown
332,0,1,male,45.5,0,0,113043,28.5,S,Mr,1,Solo,OTHER,Very Low,C
333,0,1,male,38.0,0,1,PC 17582,153.4625,S,Mr,2,Small,OTHER,Medium,C
334,0,3,male,16.0,2,0,345764,18.0,S,Mr,3,Small,OTHER,Very Low,Unknown
335,1,1,female,,1,0,PC 17611,133.65,S,Mrs,2,Small,OTHER,Medium,Unknown
336,0,3,male,,0,0,349225,7.8958,S,Mr,1,Solo,OTHER,Very Low,Unknown
337,0,1,male,29.0,1,0,113776,66.6,S,Mr,2,Small,OTHER,Low,C
338,1,1,female,41.0,0,0,16966,134.5,C,Miss,1,Solo,OTHER,Medium,E
339,1,3,male,45.0,0,0,7598,8.05,S,Mr,1,Solo,OTHER,Very Low,Unknown
340,0,1,male,45.0,0,0,113784,35.5,S,Mr,1,Solo,OTHER,Very Low,T
341,1,2,male,2.0,1,1,230080,26.0,S,Master,3,Small,OTHER,Very Low,F
342,1,1,female,24.0,3,2,19950,263.0,S,Miss,6,Large,19950,High,C
343,0,2,male,28.0,0,0,248740,13.0,S,Mr,1,Solo,OTHER,Very Low,Unknown
344,0,2,male,25.0,0,0,244361,13.0,S,Mr,1,Solo,OTHER,Very Low,Unknown
345,0,2,male,36.0,0,0,229236,13.0,S,Mr,1,Solo,OTHER,Very Low,Unknown
346,1,2,female,24.0,0,0,248733,13.0,S,Miss,1,Solo,OTHER,Very Low,F
347,1,2,female,40.0,0,0,31418,13.0,S,Miss,1,Solo,OTHER,Very Low,Unknown
348,1,3,female,,1,0,386525,16.1,S,Mrs,2,Small,OTHER,Very Low,Unknown
349,1,3,male,3.0,1,1,C.A. 37671,15.9,S,Master,3,Small,OTHER,Very Low,Unknown
350,0,3,male,42.0,0,0,315088,8.6625,S,Mr,1,Solo,OTHER,Very Low,Unknown
351,0,3,male,23.0,0,0,7267,9.225,S,Mr,1,Solo,OTHER,Very Low,Unknown
352,0,1,male,,0,0,113510,35.0,S,Mr,1,Solo,OTHER,Very Low,C
353,0,3,male,15.0,1,1,2695,7.2292,C,Mr,3,Small,OTHER,Very Low,Unknown
354,0,3,male,25.0,1,0,349237,17.8,S,Mr,2,Small,OTHER,Very Low,Unknown
355,0,3,male,,0,0,2647,7.225,C,Mr,1,Solo,OTHER,Very Low,Unknown
356,0,3,male,28.0,0,0,345783,9.5,S,Mr,1,Solo,OTHER,Very Low,Unknown
357,1,1,female,22.0,0,1,113505,55.0,S,Miss,2,Small,OTHER,Low,E
358,0,2,female,38.0,0,0,237671,13.0,S,Miss,1,Solo,OTHER,Very Low,Unknown
359,1,3,female,,0,0,330931,7.8792,Q,Miss,1,Solo,OTHER,Very Low,Unknown
360,1,3,female,,0,0,330980,7.8792,Q,Miss,1,Solo,OTHER,Very Low,Unknown
361,0,3,male,40.0,1,4,347088,27.9,S,Mr,6,Large,347088,Very Low,Unknown
362,0,2,male,29.0,1,0,SC/PARIS 2167,27.7208,C,Mr,2,Small,OTHER,Very Low,Unknown
363,0,3,female,45.0,0,1,2691,14.4542,C,Mrs,2,Small,OTHER,Very Low,Unknown
364,0,3,male,35.0,0,0,SOTON/O.Q. 3101310,7.05,S,Mr,1,Solo,OTHER,Very Low,Unknown
365,0,3,male,,1,0,370365,15.5,Q,Mr,2,Small,OTHER,Very Low,Unknown
366,0,3,male,30.0,0,0,C 7076,7.25,S,Mr,1,Solo,OTHER,Very Low,Unknown
367,1,1,female,60.0,1,0,110813,75.25,C,Mrs,2,Small,OTHER,Low,D
368,1,3,female,,0,0,2626,7.2292,C,Mrs,1,Solo,OTHER,Very Low,Unknown
369,1,3,female,,0,0,14313,7.75,Q,Miss,1,Solo,OTHER,Very Low,Unknown
370,1,1,female,24.0,0,0,PC 17477,69.3,C,Mrs,1,Solo,OTHER,Low,B
371,1,1,male,25.0,1,0,11765,55.4417,C,Mr,2,Small,OTHER,Low,E
372,0,3,male,18.0,1,0,3101267,6.4958,S,Mr,2,Small,OTHER,Very Low,Unknown
373,0,3,male,19.0,0,0,323951,8.05,S,Mr,1,Solo,OTHER,Very Low,Unknown
374,0,1,male,22.0,0,0,PC 17760,135.6333,C,Mr,1,Solo,OTHER,Medium,Unknown
375,0,3,female,3.0,3,1,349909,21.075,S,Miss,5,Large,349909,Very Low,Unknown
376,1,1,female,,1,0,PC 17604,82.1708,C,Mrs,2,Small,OTHER,Low,Unknown
377,1,3,female,22.0,0,0,C 7077,7.25,S,Miss,1,Solo,OTHER,Very Low,Unknown
378,0,1,male,27.0,0,2,113503,211.5,C,Mr,3,Small,OTHER,High,C
379,0,3,male,20.0,0,0,2648,4.0125,C,Mr,1,Solo,OTHER,Very Low,Unknown
380,0,3,male,19.0,0,0,347069,7.775,S,Mr,1,Solo,OTHER,Very Low,Unknown
381,1,1,female,42.0,0,0,PC 17757,227.525,C,Miss,1,Solo,PC 17757,High,Unknown
382,1,3,female,1.0,0,2,2653,15.7417,C,Miss,3,Small,OTHER,Very Low,Unknown
383,0,3,male,32.0,0,0,STON/O 2. 3101293,7.925,S,Mr,1,Solo,OTHER,Very Low,Unknown
384,1,1,female,35.0,1,0,113789,52.0,S,Mrs,2,Small,OTHER,Low,Unknown
385,0,3,male,,0,0,349227,7.8958,S,Mr,1,Solo,OTHER,Very Low,Unknown
386,0,2,male,18.0,0,0,S.O.C. 14879,73.5,S,Mr,1,Solo,S.O.C. 14879,Low,Unknown
387,0,3,male,1.0,5,2,CA 2144,46.9,S,Master,8,Large,CA 2144,Very Low,Unknown
388,1,2,female,36.0,0,0,27849,13.0,S,Miss,1,Solo,OTHER,Very Low,Unknown
389,0,3,male,,0,0,367655,7.7292,Q,Mr,1,Solo,OTHER,Very Low,Unknown
390,1,2,female,17.0,0,0,SC 1748,12.0,C,Miss,1,Solo,OTHER,Very Low,Unknown
391,1,1,male,36.0,1,2,113760,120.0,S,Mr,4,Small,113760,Medium,B
392,1,3,male,21.0,0,0,350034,7.7958,S,Mr,1,Solo,OTHER,Very Low,Unknown
393,0,3,male,28.0,2,0,3101277,7.925,S,Mr,3,Small,OTHER,Very Low,Unknown
394,1,1,female,23.0,1,0,35273,113.275,C,Miss,2,Small,OTHER,Medium,D
395,1,3,female,24.0,0,2,PP 9549,16.7,S,Mrs,3,Small,OTHER,Very Low,G
396,0,3,male,22.0,0,0,350052,7.7958,S,Mr,1,Solo,OTHER,Very Low,Unknown
397,0,3,female,31.0,0,0,350407,7.8542,S,Miss,1,Solo,OTHER,Very Low,Unknown
398,0,2,male,46.0,0,0,28403,26.0,S,Mr,1,Solo,OTHER,Very Low,Unknown
399,0,2,male,23.0,0,0,244278,10.5,S,Officer,1,Solo,OTHER,Very Low,Unknown
400,1,2,female,28.0,0,0,240929,12.65,S,Mrs,1,Solo,OTHER,Very Low,Unknown
401,1,3,male,39.0,0,0,STON/O 2. 3101289,7.925,S,Mr,1,Solo,OTHER,Very Low,Unknown
402,0,3,male,26.0,0,0,341826,8.05,S,Mr,1,Solo,OTHER,Very Low,Unknown
403,0,3,female,21.0,1,0,4137,9.825,S,Miss,2,Small,OTHER,Very Low,Unknown
404,0,3,male,28.0,1,0,STON/O2. 3101279,15.85,S,Mr,2,Small,OTHER,Very Low,Unknown
405,0,3,female,20.0,0,0,315096,8.6625,S,Miss,1,Solo,OTHER,Very Low,Unknown
406,0,2,male,34.0,1,0,28664,21.0,S,Mr,2,Small,OTHER,Very Low,Unknown
407,0,3,male,51.0,0,0,347064,7.75,S,Mr,1,Solo,OTHER,Very Low,Unknown
408,1,2,male,3.0,1,1,29106,18.75,S,Master,3,Small,OTHER,Very Low,Unknown
409,0,3,male,21.0,0,0,312992,7.775,S,Mr,1,Solo,OTHER,Very Low,Unknown
410,0,3,female,,3,1,4133,25.4667,S,Miss,5,Large,4133,Very Low,Unknown
411,0,3,male,,0,0,349222,7.8958,S,Mr,1,Solo,OTHER,Very Low,Unknown
412,0,3,male,,0,0,394140,6.8583,Q,Mr,1,Solo,OTHER,Very Low,Unknown
413,1,1,female,33.0,1,0,19928,90.0,Q,Miss,2,Small,OTHER,Low,C
414,0,2,male,,0,0,239853,0.0,S,Mr,1,Solo,OTHER,Zero,Unknown
415,1,3,male,44.0,0,0,STON/O 2. 3101269,7.925,S,Mr,1,Solo,OTHER,Very Low,Unknown
416,0,3,female,,0,0,343095,8.05,S,Mrs,1,Solo,OTHER,Very Low,Unknown
417,1,2,female,34.0,1,1,28220,32.5,S,Mrs,3,Small,OTHER,Very Low,Unknown
418,1,2,female,18.0,0,2,250652,13.0,S,Miss,3,Small,OTHER,Very Low,Unknown
419,0,2,male,30.0,0,0,28228,13.0,S,Mr,1,Solo,OTHER,Very Low,Unknown
420,0,3,female,10.0,0,2,345773,24.15,S,Miss,3,Small,OTHER,Very Low,Unknown
421,0,3,male,,0,0,349254,7.8958,C,Mr,1,Solo,OTHER,Very Low,Unknown
422,0,3,male,21.0,0,0,A/5. 13032,7.7333,Q,Mr,1,Solo,OTHER,Very Low,Unknown
423,0,3,male,29.0,0,0,315082,7.875,S,Mr,1,Solo,OTHER,Very Low,Unknown
424,0,3,female,28.0,1,1,347080,14.4,S,Mrs,3,Small,OTHER,Very Low,Unknown
425,0,3,male,18.0,1,1,370129,20.2125,S,Mr,3,Small,OTHER,Very Low,Unknown
426,0,3,male,,0,0,A/4. 34244,7.25,S,Mr,1,Solo,OTHER,Very Low,Unknown
427,1,2,female,28.0,1,0,2003,26.0,S,Mrs,2,Small,OTHER,Very Low,Unknown
428,1,2,female,19.0,0,0,250655,26.0,S,Miss,1,Solo,OTHER,Very Low,Unknown
429,0,3,male,,0,0,364851,7.75,Q,Mr,1,Solo,OTHER,Very Low,Unknown
430,1,3,male,32.0,0,0,SOTON/O.Q. 392078,8.05,S,Mr,1,Solo,OTHER,Very Low,E
431,1,1,male,28.0,0,0,110564,26.55,S,Mr,1,Solo,OTHER,Very Low,C
432,1,3,female,,1,0,376564,16.1,S,Mrs,2,Small,OTHER,Very Low,Unknown
433,1,2,female,42.0,1,0,SC/AH 3085,26.0,S,Mrs,2,Small,OTHER,Very Low,Unknown
434,0,3,male,17.0,0,0,STON/O 2. 3101274,7.125,S,Mr,1,Solo,OTHER,Very Low,Unknown
435,0,1,male,50.0,1,0,13507,55.9,S,Mr,2,Small,OTHER,Low,E
436,1,1,female,14.0,1,2,113760,120.0,S,Miss,4,Small,113760,Medium,B
437,0,3,female,21.0,2,2,W./C. 6608,34.375,S,Miss,5,Large,W./C. 6608,Very Low,Unknown
438,1,2,female,24.0,2,3,29106,18.75,S,Mrs,6,Large,OTHER,Very Low,Unknown
439,0,1,male,64.0,1,4,19950,263.0,S,Mr,6,Large,19950,High,C
440,0,2,male,31.0,0,0,C.A. 18723,10.5,S,Mr,1,Solo,OTHER,Very Low,Unknown
441,1,2,female,45.0,1,1,F.C.C. 13529,26.25,S,Mrs,3,Small,OTHER,Very Low,Unknown
442,0,3,male,20.0,0,0,345769,9.5,S,Mr,1,Solo,OTHER,Very Low,Unknown
443,0,3,male,25.0,1,0,347076,7.775,S,Mr,2,Small,OTHER,Very Low,Unknown
444,1,2,female,28.0,0,0,230434,13.0,S,Miss,1,Solo,OTHER,Very Low,Unknown
445,1,3,male,,0,0,65306,8.1125,S,Mr,1,Solo,OTHER,Very Low,Unknown
446,1,1,male,4.0,0,2,33638,81.8583,S,Master,3,Small,OTHER,Low,A
447,1,2,female,13.0,0,1,250644,19.5,S,Miss,2,Small,OTHER,Very Low,Unknown
448,1,1,male,34.0,0,0,113794,26.55,S,Mr,1,Solo,OTHER,Very Low,Unknown
449,1,3,female,5.0,2,1,2666,19.2583,C,Miss,4,Small,2666,Very Low,Unknown
450,1,1,male,52.0,0,0,113786,30.5,S,Officer,1,Solo,OTHER,Very Low,C
451,0,2,male,36.0,1,2,C.A. 34651,27.75,S,Mr,4,Small,OTHER,Very Low,Unknown
452,0,3,male,,1,0,65303,19.9667,S,Mr,2,Small,OTHER,Very Low,Unknown
453,0,1,male,30.0,0,0,113051,27.75,C,Mr,1,Solo,OTHER,Very Low,C
454,1,1,male,49.0,1,0,17453,89.1042,C,Mr,2,Small,OTHER,Low,C
455,0,3,male,,0,0,A/5 2817,8.05,S,Mr,1,Solo,OTHER,Very Low,Unknown
456,1,3,male,29.0,0,0,349240,7.8958,C,Mr,1,Solo,OTHER,Very Low,Unknown
457,0,1,male,65.0,0,0,13509,26.55,S,Mr,1,Solo,OTHER,Very Low,E
458,1,1,female,,1,0,17464,51.8625,S,Mrs,2,Small,OTHER,Low,D
459,1,2,female,50.0,0,0,F.C.C. 13531,10.5,S,Miss,1,Solo,OTHER,Very Low,Unknown
460,0,3,male,,0,0,371060,7.75,Q,Mr,1,Solo,OTHER,Very Low,Unknown
461,1,1,male,48.0,0,0,19952,26.55,S,Mr,1,Solo,OTHER,Very Low,E
462,0,3,male,34.0,0,0,364506,8.05,S,Mr,1,Solo,OTHER,Very Low,Unknown
463,0,1,male,47.0,0,0,111320,38.5,S,Mr,1,Solo,OTHER,Very Low,E
464,0,2,male,48.0,0,0,234360,13.0,S,Mr,1,Solo,OTHER,Very Low,Unknown
465,0,3,male,,0,0,A/S 2816,8.05,S,Mr,1,Solo,OTHER,Very Low,Unknown
466,0,3,male,38.0,0,0,SOTON/O.Q. 3101306,7.05,S,Mr,1,Solo,OTHER,Very Low,Unknown
467,0,2,male,,0,0,239853,0.0,S,Mr,1,Solo,OTHER,Zero,Unknown
468,0,1,male,56.0,0,0,113792,26.55,S,Mr,1,Solo,OTHER,Very Low,Unknown
469,0,3,male,,0,0,36209,7.725,Q,Mr,1,Solo,OTHER,Very Low,Unknown
470,1,3,female,0.75,2,1,2666,19.2583,C,Miss,4,Small,2666,Very Low,Unknown
471,0,3,male,,0,0,323592,7.25,S,Mr,1,Solo,OTHER,Very Low,Unknown
472,0,3,male,38.0,0,0,315089,8.6625,S,Mr,1,Solo,OTHER,Very Low,Unknown
473,1,2,female,33.0,1,2,C.A. 34651,27.75,S,Mrs,4,Small,OTHER,Very Low,Unknown
474,1,2,female,23.0,0,0,SC/AH Basle 541,13.7917,C,Mrs,1,Solo,OTHER,Very Low,D
475,0,3,female,22.0,0,0,7553,9.8375,S,Miss,1,Solo,OTHER,Very Low,Unknown
476,0,1,male,,0,0,110465,52.0,S,Mr,1,Solo,OTHER,Low,A
477,0,2,male,34.0,1,0,31027,21.0,S,Mr,2,Small,OTHER,Very Low,Unknown
478,0,3,male,29.0,1,0,3460,7.0458,S,Mr,2,Small,OTHER,Very Low,Unknown
479,0,3,male,22.0,0,0,350060,7.5208,S,Mr,1,Solo,OTHER,Very Low,Unknown
480,1,3,female,2.0,0,1,3101298,12.2875,S,Miss,2,Small,OTHER,Very Low,Unknown
481,0,3,male,9.0,5,2,CA 2144,46.9,S,Master,8,Large,CA 2144,Very Low,Unknown
482,0,2,male,,0,0,239854,0.0,S,Mr,1,Solo,OTHER,Zero,Unknown
483,0,3,male,50.0,0,0,A/5 3594,8.05,S,Mr,1,Solo,OTHER,Very Low,Unknown
484,1,3,female,63.0,0,0,4134,9.5875,S,Mrs,1,Solo,OTHER,Very Low,Unknown
485,1,1,male,25.0,1,0,11967,91.0792,C,Mr,2,Small,OTHER,Low,B
486,0,3,female,,3,1,4133,25.4667,S,Miss,5,Large,4133,Very Low,Unknown
487,1,1,female,35.0,1,0,19943,90.0,S,Mrs,2,Small,OTHER,Low,C
488,0,1,male,58.0,0,0,11771,29.7,C,Mr,1,Solo,OTHER,Very Low,B
489,0,3,male,30.0,0,0,A.5. 18509,8.05,S,Mr,1,Solo,OTHER,Very Low,Unknown
490,1,3,male,9.0,1,1,C.A. 37671,15.9,S,Master,3,Small,OTHER,Very Low,Unknown
491,0,3,male,,1,0,65304,19.9667,S,Mr,2,Small,OTHER,Very Low,Unknown
492,0,3,male,21.0,0,0,SOTON/OQ 3101317,7.25,S,Mr,1,Solo,OTHER,Very Low,Unknown
493,0,1,male,55.0,0,0,113787,30.5,S,Mr,1,Solo,OTHER,Very Low,C
494,0,1,male,71.0,0,0,PC 17609,49.5042,C,Mr,1,Solo,OTHER,Very Low,Unknown
495,0,3,male,21.0,0,0,A/4 45380,8.05,S,Mr,1,Solo,OTHER,Very Low,Unknown
496,0,3,male,,0,0,2627,14.4583,C,Mr,1,Solo,OTHER,Very Low,Unknown
497,1,1,female,54.0,1,0,36947,78.2667,C,Miss,2,Small,OTHER,Low,D
498,0,3,male,,0,0,C.A. 6212,15.1,S,Mr,1,Solo,OTHER,Very Low,Unknown
499,0,1,female,25.0,1,2,113781,151.55,S,Mrs,4,Small,113781,Medium,C
500,0,3,male,24.0,0,0,350035,7.7958,S,Mr,1,Solo,OTHER,Very Low,Unknown
501,0,3,male,17.0,0,0,315086,8.6625,S,Mr,1,Solo,OTHER,Very Low,Unknown
502,0,3,female,21.0,0,0,364846,7.75,Q,Miss,1,Solo,OTHER,Very Low,Unknown
503,0,3,female,,0,0,330909,7.6292,Q,Miss,1,Solo,OTHER,Very Low,Unknown
504,0,3,female,37.0,0,0,4135,9.5875,S,Miss,1,Solo,OTHER,Very Low,Unknown
505,1,1,female,16.0,0,0,110152,86.5,S,Miss,1,Solo,OTHER,Low,B
506,0,1,male,18.0,1,0,PC 17758,108.9,C,Mr,2,Small,OTHER,Medium,C
507,1,2,female,33.0,0,2,26360,26.0,S,Mrs,3,Small,OTHER,Very Low,Unknown
508,1,1,male,,0,0,111427,26.55,S,Mr,1,Solo,OTHER,Very Low,Unknown
509,0,3,male,28.0,0,0,C 4001,22.525,S,Mr,1,Solo,OTHER,Very Low,Unknown
510,1,3,male,26.0,0,0,1601,56.4958,S,Mr,1,Solo,1601,Low,Unknown
511,1,3,male,29.0,0,0,382651,7.75,Q,Mr,1,Solo,OTHER,Very Low,Unknown
512,0,3,male,,0,0,SOTON/OQ 3101316,8.05,S,Mr,1,Solo,OTHER,Very Low,Unknown
513,1,1,male,36.0,0,0,PC 17473,26.2875,S,Mr,1,Solo,OTHER,Very Low,E
514,1,1,female,54.0,1,0,PC 17603,59.4,C,Mrs,2,Small,OTHER,Low,Unknown
515,0,3,male,24.0,0,0,349209,7.4958,S,Mr,1,Solo,OTHER,Very Low,Unknown
516,0,1,male,47.0,0,0,36967,34.0208,S,Mr,1,Solo,OTHER,Very Low,D
517,1,2,female,34.0,0,0,C.A. 34260,10.5,S,Mrs,1,Solo,OTHER,Very Low,F
518,0,3,male,,0,0,371110,24.15,Q,Mr,1,Solo,OTHER,Very Low,Unknown
519,1,2,female,36.0,1,0,226875,26.0,S,Mrs,2,Small,OTHER,Very Low,Unknown
520,0,3,male,32.0,0,0,349242,7.8958,S,Mr,1,Solo,OTHER,Very Low,Unknown
521,1,1,female,30.0,0,0,12749,93.5,S,Miss,1,Solo,OTHER,Low,B
522,0,3,male,22.0,0,0,349252,7.8958,S,Mr,1,Solo,OTHER,Very Low,Unknown
523,0,3,male,,0,0,2624,7.225,C,Mr,1,Solo,OTHER,Very Low,Unknown
524,1,1,female,44.0,0,1,111361,57.9792,C,Mrs,2,Small,OTHER,Low,B
525,0,3,male,,0,0,2700,7.2292,C,Mr,1,Solo,OTHER,Very Low,Unknown
526,0,3,male,40.5,0,0,367232,7.75,Q,Mr,1,Solo,OTHER,Very Low,Unknown
527,1,2,female,50.0,0,0,W./C. 14258,10.5,S,Miss,1,Solo,OTHER,Very Low,Unknown
528,0,1,male,,0,0,PC 17483,221.7792,S,Mr,1,Solo,OTHER,High,C
529,0,3,male,39.0,0,0,3101296,7.925,S,Mr,1,Solo,OTHER,Very Low,Unknown
530,0,2,male,23.0,2,1,29104,11.5,S,Mr,4,Small,OTHER,Very Low,Unknown
531,1,2,female,2.0,1,1,26360,26.0,S,Miss,3,Small,OTHER,Very Low,Unknown
532,0,3,male,,0,0,2641,7.2292,C,Mr,1,Solo,OTHER,Very Low,Unknown
533,0,3,male,17.0,1,1,2690,7.2292,C,Mr,3,Small,OTHER,Very Low,Unknown
534,1,3,female,,0,2,2668,22.3583,C,Mrs,3,Small,OTHER,Very Low,Unknown
535,0,3,female,30.0,0,0,315084,8.6625,S,Miss,1,Solo,OTHER,Very Low,Unknown
536,1,2,female,7.0,0,2,F.C.C. 13529,26.25,S,Miss,3,Small,OTHER,Very Low,Unknown
537,0,1,male,45.0,0,0,113050,26.55,S,Officer,1,Solo,OTHER,Very Low,B
538,1,1,female,30.0,0,0,PC 17761,106.425,C,Miss,1,Solo,OTHER,Medium,Unknown
539,0,3,male,,0,0,364498,14.5,S,Mr,1,Solo,OTHER,Very Low,Unknown
540,1,1,female,22.0,0,2,13568,49.5,C,Miss,3,Small,OTHER,Very Low,B
541,1,1,female,36.0,0,2,WE/P 5735,71.0,S,Miss,3,Small,OTHER,Low,B
542,0,3,female,9.0,4,2,347082,31.275,S,Miss,7,Large,347082,Very Low,Unknown
543,0,3,female,11.0,4,2,347082,31.275,S,Miss,7,Large,347082,Very Low,Unknown
544,1,2,male,32.0,1,0,2908,26.0,S,Mr,2,Small,OTHER,Very Low,Unknown
545,0,1,male,50.0,1,0,PC 17761,106.425,C,Mr,2,Small,OTHER,Medium,C
546,0,1,male,64.0,0,0,693,26.0,S,Mr,1,Solo,OTHER,Very Low,Unknown
547,1,2,female,19.0,1,0,2908,26.0,S,Mrs,2,Small,OTHER,Very Low,Unknown
548,1,2,male,,0,0,SC/PARIS 2146,13.8625,C,Mr,1,Solo,OTHER,Very Low,Unknown
549,0,3,male,33.0,1,1,363291,20.525,S,Mr,3,Small,OTHER,Very Low,Unknown
550,1,2,male,8.0,1,1,C.A. 33112,36.75,S,Master,3,Small,OTHER,Very Low,Unknown
551,1,1,male,17.0,0,2,17421,110.8833,C,Mr,3,Small,17421,Medium,C
552,0,2,male,27.0,0,0,244358,26.0,S,Mr,1,Solo,OTHER,Very Low,Unknown
553,0,3,male,,0,0,330979,7.8292,Q,Mr,1,Solo,OTHER,Very Low,Unknown
554,1,3,male,22.0,0,0,2620,7.225,C,Mr,1,Solo,OTHER,Very Low,Unknown
555,1,3,female,22.0,0,0,347085,7.775,S,Miss,1,Solo,OTHER,Very Low,Unknown
556,0,1,male,62.0,0,0,113807,26.55,S,Mr,1,Solo,OTHER,Very Low,Unknown
